ID,Area,Doc,Route/Context,Source (component › element),Type,English (verbatim),Arabic (fill in),Status,Bundle Key,Raw Status
1215,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/tasks/[id] — task-detail-page-client.tsx,action button,button,Delegate,,HARDCODED,,HARDCODED
1216,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/tasks/[id] — task-detail-page-client.tsx,action button,button,Save Draft,,HARDCODED,,HARDCODED
1217,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/tasks/[id] — task-detail-page-client.tsx,action button,button,Complete ✓,,HARDCODED,,HARDCODED
1218,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/tasks/[id] — task-detail-page-client.tsx,comments heading,heading,`Comments ({n})`,,HARDCODED,,HARDCODED
1219,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/tasks/[id] — task-detail-page-client.tsx,comments empty,empty-state,No comments yet.,,HARDCODED,,HARDCODED
1220,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/tasks/[id] — task-detail-page-client.tsx,comment textarea,placeholder,Add a comment...,,HARDCODED,,HARDCODED
1221,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/tasks/[id] — task-detail-page-client.tsx,error state,error,Task not found or failed to load.,,HARDCODED,,HARDCODED
1222,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/tasks/[id] — task-detail-page-client.tsx,priority fallback (`PRIORITY_LABELS`),badge,Normal,,HARDCODED,,HARDCODED (from `lib/workflow-utils`)
1223,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,back link,link,Back to Workflows,,HARDCODED,,HARDCODED
1224,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,PageHeader.eyebrow,breadcrumb,Process Orchestration,,HARDCODED,,HARDCODED
1225,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,PageHeader.title fallback,heading,Workflow Instance,,HARDCODED,,HARDCODED
1226,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,PageHeader.description,body,`Started {datetime}` / `by {name}`,,HARDCODED,,HARDCODED
1227,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,header tag,badge,(titleCase(status)),,data-driven,,data-driven
1228,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,action button,button,Suspend,,HARDCODED,,HARDCODED
1229,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,action button,button,Cancel Workflow,,HARDCODED,,HARDCODED
1230,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,action button,button,Retry,,HARDCODED,,HARDCODED
1231,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,action button,button,Resume,,HARDCODED,,HARDCODED
1232,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,retry toast,toast,Workflow retry initiated.,,HARDCODED,,HARDCODED
1233,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,retry error,toast,Failed to retry workflow.,,HARDCODED,,HARDCODED
1234,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,suspend toast,toast,Workflow suspended.,,HARDCODED,,HARDCODED
1235,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,suspend error,toast,Failed to suspend workflow.,,HARDCODED,,HARDCODED
1236,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,resume toast,toast,Workflow resumed.,,HARDCODED,,HARDCODED
1237,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,resume error,toast,Failed to resume workflow.,,HARDCODED,,HARDCODED
1238,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,error state,error,Failed to load workflow instance,,HARDCODED,,HARDCODED
1239,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/[id] — workflow-instance-page-client.tsx,cancel dialog fallback,body,Workflow,,HARDCODED,,HARDCODED
1240,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/error.tsx & loading states,error.tsx › RouteError segment,error,Workflows,,HARDCODED,,HARDCODED
1241,Admin/Workflows/Console,22-admin-workflows-console.md,/workflows/error.tsx & loading states,loading.tsx / definitions/loading / tasks/loading,system,"(skeletons, no visible text)",,other,,n/a
1242,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/analytics — page.tsx + _components/*,page › PageHeader.title,heading,Workflow Analytics,,HARDCODED,,HARDCODED
1243,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/analytics — page.tsx + _components/*,page › PageHeader.description,subheading,"Monitor workflow execution health, task workload, and definition usage.",,HARDCODED,,HARDCODED
1244,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/analytics — page.tsx + _components/*,workflow-kpi-cards,label,Total Instances,,HARDCODED,,HARDCODED
1245,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/analytics — page.tsx + _components/*,workflow-kpi-cards,label,Running,,HARDCODED,,HARDCODED
1246,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/analytics — page.tsx + _components/*,workflow-kpi-cards,label,Completed,,HARDCODED,,HARDCODED
1247,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/analytics — page.tsx + _components/*,workflow-kpi-cards,label,Failed,,HARDCODED,,HARDCODED
1248,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/analytics — page.tsx + _components/*,workflow-kpi-cards,label,Pending Tasks,,HARDCODED,,HARDCODED
1249,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/analytics — page.tsx + _components/*,workflow-kpi-cards,label,Overdue Tasks,,HARDCODED,,HARDCODED
1250,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/analytics — page.tsx + _components/*,instance-status-chart,heading,Instances by Status,,HARDCODED,,HARDCODED
1251,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/analytics — page.tsx + _components/*,task-workload-table,table-header,(columns — see follow-up; not fully read),,HARDCODED,,HARDCODED (assumed)
1252,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,PageHeader.eyebrow,breadcrumb,Workflow administration,,HARDCODED,,HARDCODED
1253,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,PageHeader.title,heading,Workflow Operations,,HARDCODED,,HARDCODED
1254,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,PageHeader.description,subheading,"Operate trigger replays, SLA escalation policies, business calendars, and tenant LLM credentials.",,HARDCODED,,HARDCODED
1255,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,MetricCard,label,Trigger executions,,HARDCODED,,HARDCODED
1256,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,MetricCard.detail,body,Replayable evaluation log,,HARDCODED,,HARDCODED
1257,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,MetricCard,label,Failed triggers,,HARDCODED,,HARDCODED
1258,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,MetricCard,label,SLA policies,,HARDCODED,,HARDCODED
1259,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,MetricCard.detail,body,Tenant and definition scoped,,HARDCODED,,HARDCODED
1260,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,MetricCard,label,Calendars,,HARDCODED,,HARDCODED
1261,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,MetricCard.detail,body,Business-time controls,,HARDCODED,,HARDCODED
1262,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,Card,heading,Trigger Executions,,HARDCODED,,HARDCODED
1263,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,Card,subheading,Inspect workflow trigger decisions and replay known-good trigger payloads.,,HARDCODED,,HARDCODED
1264,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,Card,subheading,Define reminder and escalation tiers using business time.,,HARDCODED,,HARDCODED
1265,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,button,button,Cancel edit,,HARDCODED,,HARDCODED
1266,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,Card,heading,SLA Policy Catalog,,HARDCODED,,HARDCODED
1267,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,Card,subheading,Load existing policies into the editor or retire obsolete policies.,,HARDCODED,,HARDCODED
1268,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,Card,subheading,Define weekday windows and holidays used for SLA calculations.,,HARDCODED,,HARDCODED
1269,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,Card,heading,Business Calendars,,HARDCODED,,HARDCODED
1270,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,Card,subheading,Reuse calendars across task SLA policies.,,HARDCODED,,HARDCODED
1271,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,Card,heading,Tenant LLM Credential,,HARDCODED,,HARDCODED
1272,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,Card,subheading,Store or rotate the write-only API key used by workflow AI helpers and shared LLM resolution.,,HARDCODED,,HARDCODED
1273,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,MetricCard,label,Configured / Enabled / Model / Last rotated,,HARDCODED,,HARDCODED
1274,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,MetricCard values,body,Yes / No / Never / `Version {n}` / No credential status available / Write-only key store / Key value is never returned,,HARDCODED,,HARDCODED
1275,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,toast,toast,Trigger execution replay started,,HARDCODED,,HARDCODED
1276,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,toast,toast,SLA policy deleted,,HARDCODED,,HARDCODED
1277,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,toast,toast,Calendar deleted,,HARDCODED,,HARDCODED
1278,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,toast,toast,LLM credential saved,,HARDCODED,,HARDCODED
1279,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,toast,toast,LLM credential rotated,,HARDCODED,,HARDCODED
1280,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/operations — page.tsx,toast,toast,LLM credential removed,,HARDCODED,,HARDCODED
1281,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions — page.tsx + components/definition-list.tsx + _components/definition-kpi-cards.tsx,definition-list › PageHeader.title,heading,Workflow Definitions,,HARDCODED,,HARDCODED
1282,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions — page.tsx + components/definition-list.tsx + _components/definition-kpi-cards.tsx,definition-list › PageHeader.description,subheading,Design and manage workflow definitions.,,HARDCODED,,HARDCODED
1283,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions — page.tsx + components/definition-list.tsx + _components/definition-kpi-cards.tsx,definition-list › search,placeholder,Search definitions...,,HARDCODED,,HARDCODED
1284,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions — page.tsx + components/definition-list.tsx + _components/definition-kpi-cards.tsx,definition-list › action,button,Delete Definition,,HARDCODED,,HARDCODED
1285,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions — page.tsx + components/definition-list.tsx + _components/definition-kpi-cards.tsx,definition-list › action,button,Publish Definition,,HARDCODED,,HARDCODED
1286,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions — page.tsx + components/definition-list.tsx + _components/definition-kpi-cards.tsx,definition-list › action,button,Archive Definition,,HARDCODED,,HARDCODED
1287,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions — page.tsx + components/definition-list.tsx + _components/definition-kpi-cards.tsx,definition-kpi-cards,label,Active Definitions,,HARDCODED,,HARDCODED
1288,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions — page.tsx + components/definition-list.tsx + _components/definition-kpi-cards.tsx,definition-kpi-cards.description,body,Published and available to run,,HARDCODED,,HARDCODED
1289,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions — page.tsx + components/definition-list.tsx + _components/definition-kpi-cards.tsx,definition-kpi-cards,label,Recent Edits,,HARDCODED,,HARDCODED
1290,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions — page.tsx + components/definition-list.tsx + _components/definition-kpi-cards.tsx,definition-kpi-cards.description,body,Updated in the last 7 days,,HARDCODED,,HARDCODED
1291,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions — page.tsx + components/definition-list.tsx + _components/definition-kpi-cards.tsx,definition-kpi-cards,label,Avg Exec Time,,HARDCODED,,HARDCODED
1292,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions — page.tsx + components/definition-list.tsx + _components/definition-kpi-cards.tsx,definition-kpi-cards.description,body,Across recent completed runs,,HARDCODED,,HARDCODED
1293,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions — page.tsx + components/definition-list.tsx + _components/definition-kpi-cards.tsx,definition-columns,table-header,(columns — not fully read),,HARDCODED,,HARDCODED (assumed)
1294,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId] — components/definition-detail.tsx,PageHeader.eyebrow,breadcrumb,Process Orchestration,,HARDCODED,,HARDCODED
1295,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId] — components/definition-detail.tsx,instances tab search,placeholder,Search instances...,,HARDCODED,,HARDCODED
1296,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,Undo button,aria-label / tooltip,Undo (Ctrl+Z),,HARDCODED,,HARDCODED
1297,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,Redo button,aria-label / tooltip,Redo (Ctrl+Shift+Z),,HARDCODED,,HARDCODED
1298,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,Zoom out,aria-label / tooltip,Zoom Out,,HARDCODED,,HARDCODED
1299,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,Zoom in,aria-label / tooltip,Zoom In,,HARDCODED,,HARDCODED
1300,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,Fit,aria-label / tooltip,Fit to Screen,,HARDCODED,,HARDCODED
1301,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,Auto layout,aria-label / tooltip,Auto Layout,,HARDCODED,,HARDCODED
1302,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,Save button,button,Save Draft,,HARDCODED,,HARDCODED
1303,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,Publish button,button,Publish,,HARDCODED,,HARDCODED
1304,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,HelpTip.title,tooltip,Designing a workflow / تصميم سير العمل,,HARDCODED,,HARDCODED (en+ar inline)
1305,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,HelpTip.content,tooltip,Add steps to the canvas and connect them… (full en + full ar present),,HARDCODED,,HARDCODED (en+ar inline)
1306,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,header,heading,Step Palette (ar: لوحة الخطوات),,HARDCODED,,HARDCODED (en+ar inline)
1307,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,header hint,body,Drag or click to add steps (ar: اسحب أو انقر لإضافة خطوات),,HARDCODED,,HARDCODED (en+ar inline)
1308,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,group,label,Human Tasks (المهام البشرية),,HARDCODED,,HARDCODED (en+ar inline)
1309,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,group,label,Automation (الأتمتة),,HARDCODED,,HARDCODED (en+ar inline)
1310,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,group,label,Flow Control (التحكم في المسار),,HARDCODED,,HARDCODED (en+ar inline)
1311,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,item,label,Approval (موافقة),,HARDCODED,,HARDCODED (en+ar inline)
1312,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,item,label,Approval Chain (سلسلة الموافقات),,HARDCODED,,HARDCODED (en+ar inline)
1313,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,item,label,Review (مراجعة),,HARDCODED,,HARDCODED (en+ar inline)
1314,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,item,label,Task (مهمة),,HARDCODED,,HARDCODED (en+ar inline)
1315,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,item,label,Notification (إشعار),,HARDCODED,,HARDCODED (en+ar inline)
1316,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,item,label,Webhook (ويب هوك),,HARDCODED,,HARDCODED (en+ar inline)
1317,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,item,label,Script (برنامج نصي),,HARDCODED,,HARDCODED (en+ar inline)
1318,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,item,label,Sub-workflow (سير عمل فرعي),,HARDCODED,,HARDCODED (en+ar inline)
1319,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,item,label,Condition (شرط),,HARDCODED,,HARDCODED (en+ar inline)
1320,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,item,label,Parallel Fork (تفرع متوازٍ),,HARDCODED,,HARDCODED (en+ar inline)
1321,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,item,label,Parallel Join (دمج متوازٍ),,HARDCODED,,HARDCODED (en+ar inline)
1322,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,item,label,Delay (تأخير),,HARDCODED,,HARDCODED (en+ar inline)
1323,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,item,label,End (نهاية),,HARDCODED,,HARDCODED (en+ar inline)
1324,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,field,label,Approval Type,,HARDCODED,,HARDCODED
1325,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,option,option,Single Approver,,HARDCODED,,HARDCODED
1326,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,field,label,Min Approvers,,HARDCODED,,HARDCODED
1327,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,input,placeholder,Template name or ID,,HARDCODED,,HARDCODED
1328,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,field,label,Body Template,,HARDCODED,,HARDCODED
1329,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,field,label,Assignee Strategy,,HARDCODED,,HARDCODED
1330,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,option,option,Specific User,,HARDCODED,,HARDCODED
1331,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,option,option,By Role,,HARDCODED,,HARDCODED
1332,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,option,option,Round Robin,,HARDCODED,,HARDCODED
1333,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,option,option,Least Loaded,,HARDCODED,,HARDCODED
1334,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,input,placeholder,User ID,,HARDCODED,,HARDCODED
1335,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,input,placeholder,Role ID,,HARDCODED,,HARDCODED
1336,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,input,placeholder,No timeout,,HARDCODED,,HARDCODED
1337,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/definitions/[defId]/designer — designer-page-client.tsx + components/*,field,label,On Timeout,,HARDCODED,,HARDCODED
1338,Admin/Workflows/Console,22-admin-workflows-console.md,"/admin/workflows/instances — components/instances-list.tsx, start-workflow-dialog.tsx, [instanceId]/components/instance-detail.tsx",instance-detail › PageHeader.eyebrow,breadcrumb,Process Orchestration,,HARDCODED,,HARDCODED
1339,Admin/Workflows/Console,22-admin-workflows-console.md,"/admin/workflows/instances — components/instances-list.tsx, start-workflow-dialog.tsx, [instanceId]/components/instance-detail.tsx",start-workflow-dialog › search,placeholder,Search definitions...,,HARDCODED,,HARDCODED
1340,Admin/Workflows/Console,22-admin-workflows-console.md,"/admin/workflows/tasks — components/*, [id]/admin-task-detail-client.tsx",admin-task-detail,heading,Task Form,,HARDCODED,,HARDCODED
1341,Admin/Workflows/Console,22-admin-workflows-console.md,"/admin/workflows/tasks — components/*, [id]/admin-task-detail-client.tsx",admin-task-detail,heading,Task Info,,HARDCODED,,HARDCODED
1342,Admin/Workflows/Console,22-admin-workflows-console.md,"/admin/workflows/tasks — components/*, [id]/admin-task-detail-client.tsx",admin-task-detail,label,Required Role,,HARDCODED,,HARDCODED
1343,Admin/Workflows/Console,22-admin-workflows-console.md,"/admin/workflows/tasks — components/*, [id]/admin-task-detail-client.tsx",task-detail-panel,placeholder,User ID,,HARDCODED,,HARDCODED
1344,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/forms — page.tsx + _components/form-definition-dialog.tsx,page › PageHeader.title,heading,Forms,,HARDCODED,,HARDCODED
1345,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/forms — page.tsx + _components/form-definition-dialog.tsx,page › error,error,Failed to load forms,,HARDCODED,,HARDCODED
1346,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/forms — page.tsx + _components/form-definition-dialog.tsx,page › empty,empty-state,No forms yet,,HARDCODED,,HARDCODED
1347,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/workflows/forms — page.tsx + _components/form-definition-dialog.tsx,page › delete dialog,modal-title,Delete Form,,HARDCODED,,HARDCODED
1348,Admin/Workflows/Console,22-admin-workflows-console.md,"/admin/workflows/templates — components/template-gallery.tsx, template-card.tsx, [templateId]/template-detail-client.tsx",template-gallery › PageHeader.eyebrow,breadcrumb,Process Orchestration,,HARDCODED,,HARDCODED
1349,Admin/Workflows/Console,22-admin-workflows-console.md,"/admin/workflows/templates — components/template-gallery.tsx, template-card.tsx, [templateId]/template-detail-client.tsx",template-gallery › PageHeader.title,heading,Workflow Templates,,HARDCODED,,HARDCODED
1350,Admin/Workflows/Console,22-admin-workflows-console.md,"/admin/workflows/templates — components/template-gallery.tsx, template-card.tsx, [templateId]/template-detail-client.tsx",template-gallery › search,placeholder,Search templates...,,HARDCODED,,HARDCODED
1351,Admin/Workflows/Console,22-admin-workflows-console.md,"/admin/workflows/templates — components/template-gallery.tsx, template-card.tsx, [templateId]/template-detail-client.tsx",template-gallery › category Select,placeholder,Category,,HARDCODED,,HARDCODED
1352,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,PageHeader.title,heading,Billing & Usage,,HARDCODED,,HARDCODED
1353,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,PageHeader.description,subheading,"Workspace subscription, suite entitlements, metered usage and billing operations.",,HARDCODED,,HARDCODED
1354,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,header stats,label,Suites · Seats · Period,,HARDCODED,,HARDCODED
1355,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,action,button,Export usage,,HARDCODED,,HARDCODED
1356,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,action,button,Payment methods,,HARDCODED,,HARDCODED
1357,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,action,button/link,Licensing console,,HARDCODED,,HARDCODED
1358,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,trial banner,body,You're on a trial,,HARDCODED,,HARDCODED
1359,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,trial banner,body,Upgrade to preserve suite access and historical telemetry when the trial closes.,,HARDCODED,,HARDCODED
1360,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,trial banner,button,Upgrade now,,HARDCODED,,HARDCODED
1361,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,fallback banner,body,Tenant record pending,,HARDCODED,,HARDCODED
1362,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,fallback banner,body,Billing is rendering from the session tenant ID until the tenant details endpoint returns.,,HARDCODED,,HARDCODED
1363,Admin/Workflows/Console,22-admin-workflows-console.md,/admin/billing — billing/page.tsx + _components/*,usage banner,body,Usage telemetry pending,,HARDCODED,,HARDCODED
